test3.txt,1852,2026-09-13,2026-09-22
test6.txt,599,2026-08-28,2026-09-22
test8.txt,599,2026-08-28,2026-09-22
test9.txt,599,2026-09-22,2026-09-22
receipt1.txt,1891,2024-05-18,2026-09-22
receipt2.txt,1185,2022-03-31,2026-09-22
no_label_0,2091,2024-09-01,2026-09-24
